"Date","Price","Open","High","Low","Vol.","Change %"
"05/29/2017","466.00","464.75","468.00","460.50","18.78K","1.08%"
"05/26/2017","461.00","460.75","464.75","453.75","76.96K","-2.69%"
"05/25/2017","473.75","480.25","485.25","458.00","159.14K","-1.30%"
"05/24/2017","480.00","479.50","483.50","476.25","93.46K","0.21%"
"05/23/2017","479.00","478.50","481.25","472.25","99.83K","0.10%"
"05/22/2017","478.50","474.50","480.75","474.50","73.75K","1.06%"
"05/19/2017","473.50","465.00","474.50","464.75","89.49K","1.83%"
"05/18/2017","465.00","462.00","466.25","453.00","65.74K","0.22%"
"05/17/2017","464.00","453.00","464.75","452.00","80.87K","1.14%"
"05/16/2017","458.75","456.75","461.00","453.25","53.00K","-0.22%"
"05/15/2017","459.75","449.25","464.25","449.25","74.80K","2.34%"
"05/12/2017","449.25","450.25","453.50","447.50","61.04K","0.06%"
"05/11/2017","449.00","446.00","451.50","445.25","102.71K","1.13%"
"05/10/2017","444.00","434.25","447.75","434.25","152.80K","2.19%"
"05/09/2017","434.50","439.00","441.75","431.25","134.91K","0.75%"
"05/08/2017","431.25","436.00","439.25","430.00","105.30K","-0.86%"
"05/05/2017","435.00","425.50","437.75","413.00","136.50K","1.69%"
"05/04/2017","427.75","441.00","443.25","423.25","146.58K","-3.17%"
"05/03/2017","441.75","448.00","449.25","439.25","92.96K","-1.51%"
"05/02/2017","448.50","448.00","457.25","441.75","91.99K","-0.28%"
"05/01/2017","449.75","456.50","457.00","446.75","47.42K","-1.26%"
"04/28/2017","455.50","456.00","462.50","452.75","94.74K","0.55%"
"04/27/2017","453.00","466.00","466.00","452.50","131.15K","-3.31%"
"04/26/2017","468.50","466.00","469.75","462.75","70.81K","0.75%"
"04/25/2017","465.00","467.00","471.00","463.50","69.11K","-0.43%"
"04/24/2017","467.00","469.00","475.50","465.75","62.80K","-0.37%"
"04/21/2017","468.75","476.50","479.50","466.75","61.91K","-1.99%"
"04/20/2017","478.25","479.00","482.75","475.50","58.45K","-2.20%"
"04/19/2017","489.00","490.75","494.25","475.50","50.55K","-0.81%"
"04/18/2017","493.00","496.25","496.25","489.50","54.25K","-1.25%"
"04/17/2017","499.25","499.00","499.50","494.75","22.05K","0.00%"
"04/13/2017","499.25","499.50","501.50","496.25","37.86K","0.15%"
"04/12/2017","498.50","499.00","503.25","495.75","99.11K","0.81%"
"04/11/2017","494.50","497.25","499.25","493.00","121.61K","-0.15%"
"04/10/2017","495.25","489.50","497.50","489.50","94.20K","1.23%"
"04/07/2017","489.25","486.75","495.25","484.50","99.30K","0.93%"
"04/06/2017","484.75","482.25","487.25","481.00","90.77K","0.52%"
"04/05/2017","482.25","481.75","488.75","480.00","99.16K","0.68%"
"04/04/2017","479.00","471.75","481.25","468.50","84.50K","1.54%"
"04/03/2017","471.75","475.75","477.25","470.50","59.38K","0.16%"
"03/31/2017","471.00","470.50","476.00","467.25","54.82K","-0.11%"
"03/30/2017","471.50","467.25","472.25","464.00","73.67K","1.40%"
"03/29/2017","465.00","459.50","467.50","459.25","65.80K","0.81%"
"03/28/2017","461.25","454.00","463.75","454.00","74.83K","1.82%"
"03/27/2017","453.00","455.50","455.50","447.25","45.93K","0.50%"
"03/24/2017","450.75","451.00","455.75","450.00","49.32K","-0.33%"
"03/23/2017","452.25","452.75","455.50","449.75","56.38K","0.67%"
"03/22/2017","449.25","454.00","455.00","446.25","66.94K","-1.32%"
"03/21/2017","455.25","458.75","464.00","453.00","37.32K","-1.09%"
"03/20/2017","460.25","460.00","461.50","454.00","38.89K","0.38%"
"03/17/2017","458.50","458.00","462.50","456.75","36.74K","0.27%"
"03/16/2017","457.25","460.50","465.25","456.75","33.29K","0.00%"
"03/15/2017","457.25","455.75","462.25","455.75","57.01K","1.50%"
"03/14/2017","450.50","455.00","460.25","449.25","56.96K","-1.64%"
"03/13/2017","458.00","458.00","460.25","454.25","63.38K","-0.38%"
"03/10/2017","459.75","464.00","469.25","454.75","91.24K","-0.59%"
"03/09/2017","462.50","472.75","476.75","459.50","140.10K","-4.79%"
"03/08/2017","485.75","490.25","491.50","469.75","104.41K","-1.07%"
"03/07/2017","491.00","491.25","497.50","489.00","109.78K","0.20%"
"03/06/2017","490.00","489.50","493.00","485.00","83.35K","0.62%"
"03/03/2017","487.00","483.75","489.75","483.75","69.63K","0.00%"
"03/02/2017","487.00","495.50","497.00","483.50","149.48K","-2.45%"
"03/01/2017","499.25","496.25","504.00","495.25","100.63K","1.47%"
"02/28/2017","492.00","499.75","500.50","490.50","125.37K","-1.50%"
"02/27/2017","499.50","497.25","504.00","496.25","50.89K","0.55%"
"02/24/2017","496.75","500.25","502.50","494.75","65.32K","-1.10%"
"02/23/2017","502.25","497.00","508.00","497.00","76.24K","2.08%"
"02/22/2017","492.00","500.75","502.00","490.25","88.36K","-2.38%"
"02/21/2017","504.00","497.50","507.25","497.50","66.31K","0.85%"
"02/20/2017","499.75","498.00","502.25","495.75","21.61K","1.47%"
"02/17/2017","492.50","496.00","496.50","490.75","29.85K","-0.20%"
"02/16/2017","493.50","497.00","500.50","491.50","45.02K","-0.65%"
"02/15/2017","496.75","496.25","500.50","494.25","29.30K","-0.65%"
"02/14/2017","500.00","493.25","502.25","493.00","46.59K","1.27%"
"02/13/2017","493.75","505.50","506.00","492.00","53.84K","-1.94%"
"02/10/2017","503.50","495.25","504.75","494.25","82.09K","1.82%"
"02/09/2017","494.50","494.50","500.75","493.00","115.14K","0.05%"
"02/08/2017","494.25","486.75","497.00","486.00","106.03K","0.97%"
"02/07/2017","489.50","495.50","496.00","486.50","100.16K","-1.76%"
"02/06/2017","498.25","503.25","505.50","493.25","79.84K","-0.55%"
"02/03/2017","501.00","502.25","504.50","497.00","83.49K","-0.64%"
"02/02/2017","504.25","502.75","510.75","498.50","97.32K","0.50%"
"02/01/2017","501.75","491.75","504.50","490.25","130.30K","0.80%"
"01/31/2017","497.75","489.25","498.75","487.00","99.65K","1.74%"
"01/30/2017","489.25","489.00","493.75","486.25","55.96K","-0.15%"
"01/27/2017","490.00","496.25","499.25","485.25","78.50K","-1.71%"
"01/26/2017","498.50","491.00","499.50","488.75","97.55K","1.17%"
"01/25/2017","492.75","492.50","494.25","487.25","65.19K","-0.15%"
"01/24/2017","493.50","490.50","496.00","489.00","72.50K","0.56%"
"01/23/2017","490.75","492.50","495.00","486.00","61.48K","-0.71%"
"01/20/2017","494.25","484.00","497.25","483.00","66.29K","2.12%"
"01/19/2017","484.00","483.00","487.75","481.75","50.80K","-1.33%"
"01/18/2017","490.50","491.75","495.25","478.50","88.01K","-1.06%"
"01/17/2017","495.75","494.75","505.00","491.25","72.45K","0.81%"
"01/16/2017","491.75","492.75","495.00","489.50","57.88K","-0.05%"
"01/13/2017","492.00","497.25","499.25","490.50","69.93K","-0.10%"
"01/12/2017","492.50","488.75","498.25","487.25","119.31K","1.13%"
"01/11/2017","487.00","475.00","493.25","474.75","137.47K","1.83%"
"01/10/2017","478.25","484.25","487.50","473.50","113.52K","-2.05%"
"01/09/2017","488.25","501.00","501.50","481.50","90.44K","-2.11%"
"01/06/2017","498.75","500.75","505.50","494.00","80.61K","1.01%"
"01/05/2017","493.75","497.25","503.50","492.75","95.53K","-0.30%"
"01/04/2017","495.25","496.25","499.50","489.00","88.95K","-0.65%"
"01/03/2017","498.50","507.25","518.75","491.75","110.88K","-1.24%"
"01/02/2017","504.75","504.75","504.75","504.75","","0.00%"
"12/30/2016","504.75","506.25","507.75","502.75","30.98K","-0.35%"
"12/29/2016","506.50","505.25","509.50","504.25","42.62K","0.45%"
"12/28/2016","504.25","501.75","508.75","501.25","35.91K","-0.05%"
"12/27/2016","504.50","495.75","506.50","491.25","30.46K","3.38%"
"12/23/2016","488.00","490.50","496.00","485.25","33.30K","-0.71%"
"12/22/2016","491.50","485.75","494.00","481.75","43.11K","0.20%"
"12/21/2016","490.50","495.00","496.75","483.25","49.63K","-0.96%"
"12/20/2016","495.25","491.00","496.25","488.25","45.12K","0.92%"
"12/19/2016","490.75","495.25","497.25","488.50","29.38K","-0.66%"
"12/16/2016","494.00","483.75","494.75","481.00","38.30K","3.19%"
"12/15/2016","478.75","483.75","488.50","478.25","62.18K","-2.69%"
"12/14/2016","492.00","491.75","497.25","482.00","50.56K","-0.40%"
"12/13/2016","494.00","493.75","499.50","490.75","53.76K","0.61%"
"12/12/2016","491.00","491.00","502.50","486.25","115.79K","2.83%"
"12/09/2016","477.50","474.50","479.75","473.00","92.05K","1.27%"
"12/08/2016","471.50","469.75","476.50","467.50","100.66K","-0.37%"
"12/07/2016","473.25","475.00","475.00","467.50","120.56K","-0.42%"
"12/06/2016","475.25","479.00","481.50","471.00","109.05K","-1.20%"
"12/05/2016","481.00","477.25","486.50","475.00","84.94K","0.58%"
"12/02/2016","478.25","477.00","481.00","468.00","85.50K","0.26%"
"12/01/2016","477.00","454.50","480.75","454.25","108.94K","5.53%"
"11/30/2016","452.00","427.50","461.25","427.25","134.65K","5.36%"
"11/29/2016","429.00","443.75","443.75","424.75","83.42K","-3.32%"
"11/28/2016","443.75","429.75","448.50","422.75","103.29K","1.72%"
"11/25/2016","436.25","448.25","449.25","429.75","53.70K","-2.57%"
"11/24/2016","447.75","448.25","449.50","445.25","32.68K","-0.22%"
"11/23/2016","448.75","452.25","453.50","446.50","76.62K","0.11%"
"11/22/2016","448.25","453.50","458.50","445.00","88.42K","-0.28%"
"11/21/2016","449.50","430.75","451.75","429.25","52.63K","5.27%"
"11/18/2016","427.00","423.50","431.75","421.00","56.07K","0.12%"
"11/17/2016","426.50","422.00","434.50","421.75","61.23K","0.41%"
"11/16/2016","424.75","426.25","429.25","420.25","48.31K","0.95%"
"11/15/2016","420.75","410.00","429.00","409.75","46.73K","3.82%"
"11/14/2016","405.25","409.50","414.50","403.75","41.47K","-1.28%"
"11/11/2016","410.50","422.25","423.50","409.00","53.37K","-2.26%"
"11/10/2016","420.00","422.75","426.00","416.50","83.46K","0.12%"
"11/09/2016","419.50","421.50","427.25","410.25","144.59K","-0.24%"
"11/08/2016","420.50","421.00","425.25","417.50","98.02K","0.66%"
"11/07/2016","417.75","417.25","423.50","416.00","99.78K","-0.06%"
"11/04/2016","418.00","425.25","425.75","414.75","102.25K","-1.18%"
"11/03/2016","423.00","429.00","430.25","420.75","78.56K","0.00%"
"11/02/2016","423.00","436.50","437.00","422.00","123.57K","-3.31%"
"11/01/2016","437.50","446.75","452.75","435.00","272.79K","-0.85%"
"10/31/2016","441.25","456.00","459.00","438.75","109.09K","-4.54%"
"10/28/2016","462.25","463.25","464.50","453.75","51.30K","-0.75%"
"10/27/2016","465.75","460.50","467.25","458.25","69.42K","0.76%"
"10/26/2016","462.25","459.25","465.50","456.00","114.00K","-0.22%"
"10/25/2016","463.25","469.00","471.50","459.00","83.76K","-0.43%"
"10/24/2016","465.25","470.75","470.75","459.75","71.44K","-0.05%"
"10/21/2016","465.50","462.50","468.25","461.00","53.52K","0.54%"
"10/20/2016","463.00","470.25","471.50","460.25","53.39K","-2.47%"
"10/19/2016","474.75","469.00","476.75","468.75","72.09K","2.70%"
"10/18/2016","462.25","464.25","469.75","461.00","67.74K","0.43%"
"10/17/2016","460.25","465.50","468.00","458.50","52.34K","-0.59%"
"10/14/2016","463.00","470.25","472.50","462.50","78.60K","-0.86%"
"10/13/2016","467.00","464.00","470.50","460.50","73.35K","0.76%"
"10/12/2016","463.50","469.00","472.50","460.50","113.66K","-1.49%"
"10/11/2016","470.50","475.25","477.00","466.25","123.76K","-1.47%"
"10/10/2016","477.50","466.50","481.50","462.00","86.79K","1.92%"
"10/07/2016","468.50","471.25","473.25","460.75","82.74K","-0.21%"
"10/06/2016","469.50","463.50","472.00","460.00","84.54K","0.81%"
"10/05/2016","465.75","459.25","467.75","458.50","93.92K","1.75%"
"10/04/2016","457.75","454.75","460.25","449.00","81.54K","1.84%"
"10/03/2016","449.50","450.50","456.75","446.50","85.48K","0.39%"
"09/30/2016","447.75","445.25","451.00","437.75","77.59K","0.45%"
"09/29/2016","445.75","439.00","449.50","432.25","97.21K","6.77%"
"09/28/2016","417.50","415.25","439.00","413.25","118.79K","1.46%"
"09/27/2016","411.50","423.50","425.50","410.75","97.12K","-3.74%"
"09/26/2016","427.50","418.00","430.50","412.00","92.28K","0.06%"
"09/23/2016","427.25","427.50","434.25","412.50","81.74K","-0.47%"
"09/22/2016","429.25","422.75","430.00","422.25","51.95K","2.14%"
"09/21/2016","420.25","416.75","425.25","416.75","51.51K","1.14%"
"09/20/2016","415.50","410.50","416.25","404.75","74.60K","-1.13%"
"09/19/2016","420.25","412.75","420.50","410.00","46.73K","1.39%"
"09/16/2016","414.50","414.75","416.25","409.00","48.14K","-0.78%"
"09/15/2016","417.75","410.25","420.25","407.75","72.22K","1.27%"
"09/14/2016","412.50","420.25","422.75","407.75","58.32K","-1.73%"
"09/13/2016","419.75","426.50","428.00","418.75","84.10K","-1.29%"
"09/12/2016","425.25","419.25","426.00","411.25","80.58K","-0.53%"
"09/09/2016","427.50","435.25","435.25","419.25","92.49K","-1.44%"
"09/08/2016","433.75","422.75","437.75","421.50","99.21K","4.33%"
"09/07/2016","415.75","413.00","424.00","411.25","109.14K","0.73%"
"09/06/2016","412.75","417.75","422.25","408.00","76.90K","-1.43%"
"09/05/2016","418.75","411.50","434.25","409.25","56.46K","1.15%"
"09/02/2016","414.00","406.75","414.75","402.50","74.44K","1.78%"
"09/01/2016","406.75","418.00","419.00","402.75","103.93K","-3.10%"
"08/31/2016","419.75","431.50","432.25","414.25","88.01K","-3.06%"
"08/30/2016","433.00","436.50","442.50","431.00","73.18K","-0.63%"
"08/29/2016","435.75","437.75","440.50","433.00","38.60K","-1.58%"
"08/26/2016","442.75","444.50","449.75","436.75","63.59K","0.28%"
"08/25/2016","441.50","440.00","444.25","433.75","77.94K","1.20%"
"08/24/2016","436.25","441.00","444.25","435.50","75.92K","-2.02%"
"08/23/2016","445.25","438.75","447.50","433.25","65.85K","0.91%"
"08/22/2016","441.25","451.25","451.25","439.25","43.58K","-1.40%"
"08/19/2016","447.50","453.25","454.50","446.50","34.11K","-0.17%"
"08/18/2016","448.25","441.00","453.25","439.50","52.30K","2.75%"
"08/17/2016","436.25","432.25","442.75","429.75","78.93K","0.40%"
"08/16/2016","434.50","430.00","435.75","427.50","53.27K","1.46%"
"08/15/2016","428.25","420.00","432.00","418.75","41.89K","3.01%"
"08/12/2016","415.75","412.75","420.00","406.75","41.31K","3.16%"
"08/11/2016","403.00","384.50","408.50","382.25","130.63K","4.34%"
"08/10/2016","386.25","389.75","398.50","384.50","103.70K","-1.59%"
"08/09/2016","392.50","392.50","397.75","388.25","67.02K","0.64%"
"08/08/2016","390.00","383.00","396.00","383.00","88.09K","3.11%"
"08/05/2016","378.25","382.00","386.00","377.50","82.83K","1.34%"
"08/04/2016","373.25","375.75","384.50","368.00","90.12K","0.95%"
"08/03/2016","369.75","364.25","376.25","362.25","92.93K","1.58%"
"08/02/2016","364.00","364.50","375.00","360.25","87.88K","0.00%"
"08/01/2016","364.00","376.50","381.00","360.25","87.06K","-3.51%"
"07/29/2016","377.25","376.75","380.50","371.25","61.51K","-0.66%"
"07/28/2016","379.75","384.25","386.25","376.00","63.77K","-2.19%"
"07/27/2016","388.25","390.75","394.25","382.50","72.94K","-1.15%"
"07/26/2016","392.75","393.75","396.50","389.75","73.21K","-0.51%"
"07/25/2016","394.75","403.00","405.00","392.75","65.27K","-1.56%"
"07/22/2016","401.00","409.00","410.25","399.00","76.65K","-3.02%"
"07/21/2016","413.50","420.25","422.00","407.25","53.63K","-1.25%"
"07/20/2016","418.75","413.50","422.25","408.75","62.89K","0.84%"
"07/19/2016","415.25","411.00","420.50","409.50","74.48K","1.59%"
"07/18/2016","408.75","419.75","421.50","407.50","66.99K","-2.74%"
"07/15/2016","420.25","417.50","426.25","413.25","80.34K","0.30%"
"07/14/2016","419.00","414.25","421.50","412.75","56.67K","1.88%"
"07/13/2016","411.25","432.00","432.00","410.50","91.54K","-2.89%"
"07/12/2016","423.50","412.50","430.75","412.25","124.01K","1.99%"
"07/11/2016","415.25","412.75","420.25","409.25","101.43K","0.24%"
